Symbol,Name,Market Capital,CEO,Employees,Headquarters,Founded,Industry,Source,Source Link
ATER,Aterian Inc. Common Stock,9985104.00,Arturo Rodriguez,125,"350 Springfield Avenue, Suite #200 Summit, NJ 07901 United States",,Housewares,"CNBCScraper,MarketWatchScraper","https://www.cnbc.com/quotes/ATER?tab=profile,https://www.marketwatch.com/investing/stock/ATER/company-profile?mod=mw_quote_tab"
ATEX,Anterix Inc. Common Stock,415086349.00,Scott Lang,84,"3 Garret Mountain Plz Ste 401 Woodland Park, NJ 07424-3352 United States",,Wireless Telecommunications Services,"CNBCScraper,MarketWatchScraper","https://www.cnbc.com/quotes/ATEX?tab=profile,https://www.marketwatch.com/investing/stock/ATEX/company-profile?mod=mw_quote_tab"
ATGE,Adtalem Global Education Inc. Common Stock,4609881836.00,Stephen Beard,"10,371","500 W Monroe St Fl 28 Chicago, IL 60661-3773 United States",,Employment/Training Services,"CNBCScraper,MarketWatchScraper","https://www.marketwatch.com/investing/stock/ATGE/company-profile?mod=mw_quote_tab,https://www.cnbc.com/quotes/ATGE?tab=profile"
ATGL,Alpha Technology Group Limited Class A Ordinary Shares,331554750.00,Tsz Him Leung,23,"Mandar House, 3F, Johnsons Ghut Tortola Hong Kong",,Computer Services,"CNBCScraper,MarketWatchScraper","https://www.marketwatch.com/investing/stock/ATGL/company-profile?mod=mw_quote_tab,https://www.cnbc.com/quotes/ATGL?tab=profile"
ATH^A,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 6.35% Fixed-to-Floating Rate Perpetual Non-Cumulative Preference Share Series A,,Mark Litton Ph.D.,26,"18706 North Creek Parkway Suite 104, Box 352141 Bothell, WA 98011 United States",,Biotechnology,"CNBCScraper,MarketWatchScraper","https://www.cnbc.com/quotes/ATHA?tab=profile,https://www.marketwatch.com/investing/stock/ATHA/company-profile?mod=mw_quote_tab"
ATH^B,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 5.625% Fixed Rate Perpetual Non- Cumulative Preference Share Series B par value $1.00 per share,,,,,,,,
ATH^D,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 4.875% Fixed-Rate Perpetual Non-Cumulative Preference Share Series D,,,,,,,,
ATH^E,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 7.750% Fixed-Rate Reset Perpetual Non-Cumulative Preference Share Series E,,David Stamler M.D.,10,"L 3 460 Bourke St Melbourne, VIC 3000 Australia",,Biotechnology,"CNBCScraper,MarketWatchScraper","https://www.marketwatch.com/investing/stock/ATHE/company-profile?mod=mw_quote_tab,https://www.cnbc.com/quotes/ATHE?tab=profile"
ATHA,Athira Pharma Inc. Common Stock,15440496.00,Mark Litton Ph.D.,26,"18706 North Creek Parkway Suite 104, Box 352141 Bothell, WA 98011 United States",,Biotechnology,"CNBCScraper,MarketWatchScraper","https://www.cnbc.com/quotes/ATHA?tab=profile,https://www.marketwatch.com/investing/stock/ATHA/company-profile?mod=mw_quote_tab"
ATHE,Alterity Therapeutics Limited American Depositary Shares,44675519.00,David Stamler M.D.,10,"L 3 460 Bourke St Melbourne, VIC 3000 Australia",,Biotechnology,"CNBCScraper,MarketWatchScraper","https://www.marketwatch.com/investing/stock/ATHE/company-profile?mod=mw_quote_tab,https://www.cnbc.com/quotes/ATHE?tab=profile"
ATHM,Autohome Inc. American Depositary Shares each representing four class A ordinary shares.,3334191140.00,Song Yang,"4,415","18th Floor Tower B, CEC Plaza, 3 Dan Lin Beijing, BEJ 100080 China",,Publishing,"CNBCScraper,MarketWatchScraper","https://www.cnbc.com/quotes/ATHM?tab=profile,https://www.marketwatch.com/investing/stock/ATHM/company-profile?mod=mw_quote_tab"
ATHR,Aether Holdings Inc. Common Stock,113267915.00,Kuan Liang Lin,N/A,"1441 Broadway, 30th Floor, New York, NY 10018 United States",,Software,"CNBCScraper,MarketWatchScraper","https://www.marketwatch.com/investing/stock/ATHR/company-profile?mod=mw_quote_tab,https://www.cnbc.com/quotes/ATHR?tab=profile"
ATHS,Athene Holding Ltd. 7.250% Fixed-Rate Reset Junior Subordinated Debentures due 2064,5270804910.00,Grant Kvalheim,"1,983","7700 Mills Civic Parkway West Des Moines, IA 50266 United States",,N/A,"CNBCScraper,MarketWatchScraper","https://www.marketwatch.com/investing/stock/ATHS/company-profile?mod=mw_quote_tab,https://www.cnbc.com/quotes/ATHS?tab=profile"
ATI,ATI Inc. Common Stock,9887387989.00,Kimberly Fields,"7,700","2021 McKinney Avenue, Suite 1100 Dallas, TX 75201 United States",,Non-Ferrous Metals,"CNBCScraper,MarketWatchScraper","https://www.cnbc.com/quotes/ATI?tab=profile,https://www.marketwatch.com/investing/stock/ATI/company-profile?mod=mw_quote_tab"
ATII,Archimedes Tech SPAC Partners II Co. Ordinary Shares,0.00,Long Long,2,"2093 Philadelphia Pike, #1968 Claymont, DE 19703 United States",,Shell companies,"CNBCScraper,MarketWatchScraper","https://www.cnbc.com/quotes/ATII?tab=profile,https://www.marketwatch.com/investing/stock/ATII/company-profile?mod=mw_quote_tab"
ATIIU,Archimedes Tech SPAC Partners II Co. Unit,0.00,Long Long,2,"2093 Philadelphia Pike, #1968 Claymont, DE 19703 United States",,Shell companies,"CNBCScraper,MarketWatchScraper","https://www.cnbc.com/quotes/ATIIU?tab=profile,https://www.marketwatch.com/investing/stock/ATIIU/company-profile?mod=mw_quote_tab"
ATIIW,Archimedes Tech SPAC Partners II Co. Warrant,0.00,Long Long,2,"2093 Philadelphia Pike, #1968 Claymont, DE 19703 United States",,Shell companies,"CNBCScraper,MarketWatchScraper","https://www.marketwatch.com/investing/stock/ATIIW/company-profile?mod=mw_quote_tab,https://www.cnbc.com/quotes/ATIIW?tab=profile"
ATKR,Atkore Inc. Common Stock,1928978910.00,William Waltz Jr.,"5,600","16100 SOUTH LATHROP AVENUE Harvey, IL 60426 United States",,Iron/Steel,"CNBCScraper,MarketWatchScraper","https://www.cnbc.com/quotes/ATKR?tab=profile,https://www.marketwatch.com/investing/stock/ATKR/company-profile?mod=mw_quote_tab"
ATLC,Atlanticus Holdings Corporation Common Stock,955398986.00,Jeffrey Howard,417,"Five Concourse Parkway, Suite 300 Atlanta, GA 30328 United States",,Consumer Finance,"CNBCScraper,MarketWatchScraper","https://www.marketwatch.com/investing/stock/ATLC/company-profile?mod=mw_quote_tab,https://www.cnbc.com/quotes/ATLC?tab=profile"
ATLCL,Atlanticus Holdings Corporation 6.125% Senior Notes due 2026,376623680.00,Jeffrey Howard,417,"Five Concourse Parkway, Suite 300 Atlanta, GA 30328 United States",,Consumer Finance,"CNBCScraper,MarketWatchScraper","https://www.cnbc.com/quotes/ATLCL?tab=profile,https://www.marketwatch.com/investing/stock/ATLCL/company-profile?mod=mw_quote_tab"
ATLCP,Atlanticus Holdings Corporation 7.625% Series B Cumulative Perpetual Preferred Stock no par value per share,352422962.00,Jeffrey Howard,417,"Five Concourse Parkway, Suite 300 Atlanta, GA 30328 United States",,Consumer Finance,"CNBCScraper,MarketWatchScraper","https://www.cnbc.com/quotes/ATLCP?tab=profile,https://www.marketwatch.com/investing/stock/ATLCP/company-profile?mod=mw_quote_tab"
ATLCZ,Atlanticus Holdings Corporation 9.25% Senior Notes due 2029,387514003.00,Jeffrey Howard,417,"Five Concourse Parkway, Suite 300 Atlanta, GA 30328 United States",,Consumer Finance,"CNBCScraper,MarketWatchScraper","https://www.marketwatch.com/investing/stock/ATLCZ/company-profile?mod=mw_quote_tab,https://www.cnbc.com/quotes/ATLCZ?tab=profile"
ATLN,Atlantic International Corp. Common Stock,182405887.00,Jeffrey Jagid,300,"270 Sylvan Avenue, Suite 2230 Englewood Cliffs, NJ 07632 United States",,Biotechnology,"CNBCScraper,MarketWatchScraper","https://www.cnbc.com/quotes/ATLN?tab=profile,https://www.marketwatch.com/investing/stock/ATLN/company-profile?mod=mw_quote_tab"
ATLO,Ames National Corporation Common Stock,169878643.00,John Nelson,268,"323 6th Street Ames, IA 50010 United States",,Banking,"CNBCScraper,MarketWatchScraper","https://www.cnbc.com/quotes/ATLO?tab=profile,https://www.marketwatch.com/investing/stock/ATLO/company-profile?mod=mw_quote_tab"
ATLX,Atlas Lithium Corporation Common Stock,107703602.00,Marc Fogassa,70,"1200 N Federal Hwy, Suite 200 Boca Raton, FL 33432 United States",,General Mining,"CNBCScraper,MarketWatchScraper","https://www.marketwatch.com/investing/stock/ATLX/company-profile?mod=mw_quote_tab,https://www.cnbc.com/quotes/ATLX?tab=profile"
ATMC,AlphaTime Acquisition Corp Ordinary Shares,0.00,Kim Hai Gan,2,"500 5Th Avenue, Suite 938 New York, NY 10110 United States",,Shell companies,"CNBCScraper,MarketWatchScraper","https://www.cnbc.com/quotes/ATMC?tab=profile,https://www.marketwatch.com/investing/stock/ATMC/company-profile?mod=mw_quote_tab"
ATMCR,AlphaTime Acquisition Corp Right,0.00,Kim Hai Gan,2,"500 5Th Avenue, Suite 938 New York, NY 10110 United States",,Shell companies,"CNBCScraper,MarketWatchScraper","https://www.cnbc.com/quotes/ATMCR?tab=profile,https://www.marketwatch.com/investing/stock/ATMCR/company-profile?mod=mw_quote_tab"
ATMCU,AlphaTime Acquisition Corp Unit,0.00,Kim Hai Gan,2,"500 5Th Avenue, Suite 938 New York, NY 10110 United States",,Shell companies,"CNBCScraper,MarketWatchScraper","https://www.marketwatch.com/investing/stock/ATMCU/company-profile?mod=mw_quote_tab,https://www.cnbc.com/quotes/ATMCU?tab=profile"
ATMCW,AlphaTime Acquisition Corp Warrant,0.00,Kim Hai Gan,2,"500 5Th Avenue, Suite 938 New York, NY 10110 United States",,Shell companies,"CNBCScraper,MarketWatchScraper","https://www.marketwatch.com/investing/stock/ATMCW/company-profile?mod=mw_quote_tab,https://www.cnbc.com/quotes/ATMCW?tab=profile"
ATMU,Atmus Filtration Technologies Inc. Common Stock,3595381536.00,Stephanie Disher,,"26 Century Boulevard Nashville, TN 37214 United States",,,CNBCScraper,https://www.cnbc.com/quotes/ATMU?tab=profile
ATMV,AlphaVest Acquisition Corp Ordinary Shares,0.00,Yong Yan,2,"420 Lexington Ave, Suite 2446 New York, NY 10170 United States",,Shell companies,"CNBCScraper,MarketWatchScraper","https://www.marketwatch.com/investing/stock/ATMV/company-profile?mod=mw_quote_tab,https://www.cnbc.com/quotes/ATMV?tab=profile"
ATMVR,AlphaVest Acquisition Corp Right.,0.00,Yong Yan,2,"420 Lexington Ave, Suite 2446 New York, NY 10170 United States",,Shell companies,"CNBCScraper,MarketWatchScraper","https://www.cnbc.com/quotes/ATMVR?tab=profile,https://www.marketwatch.com/investing/stock/ATMVR/company-profile?mod=mw_quote_tab"
ATNI,ATN International Inc. Common Stock,242211082.00,Brad Martin,"2,300","500 Cummings Ctr Beverly, MA 01915-6142 United States",,Wireless Telecommunications Services,"CNBCScraper,MarketWatchScraper","https://www.cnbc.com/quotes/ATNI?tab=profile,https://www.marketwatch.com/investing/stock/ATNI/company-profile?mod=mw_quote_tab"
ATNM,Actinium Pharmaceuticals Inc. (Delaware) Common Stock,52097138.00,Sandesh Seth,37,"100 Park Ave., 23Rd Floor New York, NY 10017 United States",,Biotechnology,"CNBCScraper,MarketWatchScraper","https://www.marketwatch.com/investing/stock/ATNM/company-profile?mod=mw_quote_tab,https://www.cnbc.com/quotes/ATNM?tab=profile"
ATO,Atmos Energy Corporation Common Stock,26518493929.00,John Akers,"5,260","1800 Three Lincoln Ctr, 5430 Lbj Freeway Dallas, TX 75240 United States",,Gas Utilities,"CNBCScraper,MarketWatchScraper","https://www.cnbc.com/quotes/ATO?tab=profile,https://www.marketwatch.com/investing/stock/ATO/company-profile?mod=mw_quote_tab"
ATOM,Atomera Incorporated Common Stock,100115164.00,Scott Bibaud,20,"750 University Ave Ste 280 Los Gatos, CA 95032-7698 United States",,Semiconductors,"CNBCScraper,MarketWatchScraper","https://www.cnbc.com/quotes/ATOM?tab=profile,https://www.marketwatch.com/investing/stock/ATOM/company-profile?mod=mw_quote_tab"
ATOS,Atossa Therapeutics Inc. Common Stock,98118614.00,"Steven Quay M.D., Ph.D.",15,"10202 5Th Avenue Ne, Suite 200 Seattle, WA 98125 United States",,Pharmaceuticals,"CNBCScraper,MarketWatchScraper","https://www.cnbc.com/quotes/ATOS?tab=profile,https://www.marketwatch.com/investing/stock/ATOS/company-profile?mod=mw_quote_tab"
ATPC,Agape ATP Corporation Common Stock,65507049.00,Kok Choong How,16,0 Kuala Lumpur 58100 Malaysia,,Pharmaceuticals,"CNBCScraper,MarketWatchScraper","https://www.marketwatch.com/investing/stock/ATPC/company-profile?mod=mw_quote_tab,https://www.cnbc.com/quotes/ATPC?tab=profile"
ATR,AptarGroup Inc. Common Stock,9152122116.00,Stephan Tanda,"13,500","265 EXCHANGE DRIVE, SUITE 301 Crystal Lake, IL 60014 United States",,Containers/Packaging,"CNBCScraper,MarketWatchScraper","https://www.cnbc.com/quotes/ATR?tab=profile,https://www.marketwatch.com/investing/stock/ATR/company-profile?mod=mw_quote_tab"
ATRA,Atara Biotherapeutics Inc. Common Stock,82871778.00,Anhco Nguyen Ph.D.,153,"1280 Rancho Conejo Blvd Thousand Oaks, CA 91320 United States",,Biotechnology,"CNBCScraper,MarketWatchScraper","https://www.marketwatch.com/investing/stock/ATRA/company-profile?mod=mw_quote_tab,https://www.cnbc.com/quotes/ATRA?tab=profile"
ATRC,AtriCure Inc. Common Stock,1783286770.00,Michael Carrel CPA,"1,300","7555 Innovation Way Mason, OH 45040 United States",,Medical Equipment/Supplies,"CNBCScraper,MarketWatchScraper","https://www.marketwatch.com/investing/stock/ATRC/company-profile?mod=mw_quote_tab,https://www.cnbc.com/quotes/ATRC?tab=profile"
ATRO,Astronics Corporation Common Stock,1203103933.00,Peter Gundermann,"2,500","130 Commerce Way East Aurora, NY 14052-2164 United States",,Aerospace Products/Parts,"CNBCScraper,MarketWatchScraper","https://www.marketwatch.com/investing/stock/ATRO/company-profile?mod=mw_quote_tab,https://www.cnbc.com/quotes/ATRO?tab=profile"
ATS,ATS Corporation Common Shares,2660074448.00,Andrew Hider,"7,500","730 Fountain Street North, Building #3 Cambridge, ON N3H 4R7 Canada",,Precision Products,"CNBCScraper,MarketWatchScraper","https://www.marketwatch.com/investing/stock/ATS/company-profile?mod=mw_quote_tab,https://www.cnbc.com/quotes/ATS?tab=profile"
ATUS,Altice USA Inc. Class A Common Stock,1094298208.00,Dennis Mathew,"10,900","1 Court Square West Long Island City, NY 11101 United States",,Broadcasting,"CNBCScraper,MarketWatchScraper","https://www.cnbc.com/quotes/ATUS?tab=profile,https://www.marketwatch.com/investing/stock/ATUS/company-profile?mod=mw_quote_tab"
ATXG,Addentax Group Corp. Common Stock,5611652.00,Zhida Hong,112,"Kingkey 100 Block A, Room 4805, Luohu District Shenzhen, GNG 518000 China",,Printing,"CNBCScraper,MarketWatchScraper","https://www.marketwatch.com/investing/stock/ATXG/company-profile?mod=mw_quote_tab,https://www.cnbc.com/quotes/ATXG?tab=profile"
ATXS,Astria Therapeutics Inc. Common Stock,362312019.00,Jill Milne Ph.D.,78,"22 Boston Wharf Road, 10Th Floor Boston, MA 02210 United States",,Biotechnology,"CNBCScraper,MarketWatchScraper","https://www.cnbc.com/quotes/ATXS?tab=profile,https://www.marketwatch.com/investing/stock/ATXS/company-profile?mod=mw_quote_tab"
ATYR,aTyr Pharma Inc. Common Stock,472295576.00,Sanjay Shukla M.D.,59,"10240 Sorrento Valley Road, Suite 300 San Diego, CA 92121 United States",,Biotechnology,"CNBCScraper,MarketWatchScraper","https://www.cnbc.com/quotes/ATYR?tab=profile,https://www.marketwatch.com/investing/stock/ATYR/company-profile?mod=mw_quote_tab"
AU,AngloGold Ashanti PLC Ordinary Shares,26334464820.00,Alberto Calderon,N/A,"4Th Floor Communications House, South Street Staines-upon-thames TW18 4PR United Kingdom",,Gold,"CNBCScraper,MarketWatchScraper","https://www.marketwatch.com/investing/stock/AU/company-profile?mod=mw_quote_tab,https://www.cnbc.com/quotes/AU?tab=profile"
AUB,Atlantic Union Bankshares Corporation Common Stock,4791221198.00,John Asbury,"2,125","4300 Cox Road Glen Allen, VA 23060 United States",,Banking,"CNBCScraper,MarketWatchScraper","https://www.cnbc.com/quotes/AUB?tab=profile,https://www.marketwatch.com/investing/stock/AUB/company-profile?mod=mw_quote_tab"
AUB^A,Atlantic Union Bankshares Corporation Depositary Shares each representing a 1/400th ownership interest in a share of 6.875% Perpetual Non-Cumulative Preferred Stock Series A,,,,,,,,
AUBN,Auburn National Bancorporation Inc. Common Stock,86294365.00,David Hedges CPA,145,"100 N Gay St, P O Drawer 3110 Auburn, AL 36831-3110 United States",,Banking,"CNBCScraper,MarketWatchScraper","https://www.cnbc.com/quotes/AUBN?tab=profile,https://www.marketwatch.com/investing/stock/AUBN/company-profile?mod=mw_quote_tab"
AUDC,AudioCodes Ltd. Common Stock,277047074.00,Shabtai Adlersberg,946,6 Ofra Haza Street Or Yehuda 70151 Israel,,Networking,"CNBCScraper,MarketWatchScraper","https://www.cnbc.com/quotes/AUDC?tab=profile,https://www.marketwatch.com/investing/stock/AUDC/company-profile?mod=mw_quote_tab"
AUGO,Aura Minerals Inc. Common Shares,2218612063.00,Rodrigo Barbosa,"1,413","255 Giralda Ave, Suite 6W102 Coral Gables, FL 33134 United States",,General Mining,"CNBCScraper,MarketWatchScraper","https://www.marketwatch.com/investing/stock/AUGO/company-profile?mod=mw_quote_tab,https://www.cnbc.com/quotes/AUGO?tab=profile"
AUID,authID Inc. Common Stock,52968336.00,Rhoniel Daguro,46,"1580 N. Logan St., Ste 660, Unit 51767 Denver, CO 80203 United States",,Precision Products,"CNBCScraper,MarketWatchScraper","https://www.marketwatch.com/investing/stock/AUID/company-profile?mod=mw_quote_tab,https://www.cnbc.com/quotes/AUID?tab=profile"
AUNA,Auna SA Class A Ordinary Shares,466012884.00,,"14,842","46A, Avenue J.F. Kennedy Luxembourg 1855 Luxembourg",,Healthcare Provision,"CNBCScraper,MarketWatchScraper","https://www.marketwatch.com/investing/stock/AUNA/company-profile?mod=mw_quote_tab,https://www.cnbc.com/quotes/AUNA?tab=profile"
AUPH,Aurinia Pharmaceuticals Inc Ordinary Shares,1617198495.00,Peter Greenleaf,,"#140, 14315 - 118 AVENUE Edmonton, AB T5L 4S6 Canada",,,CNBCScraper,https://www.cnbc.com/quotes/AUPH?tab=profile
AUR,Aurora Innovation Inc. Class A Common Stock,11007407026.00,Chris Urmson Ph.D.,,"1654 Smallman St. Pittsburgh, PA 15222 United States",,,CNBCScraper,https://www.cnbc.com/quotes/AUR?tab=profile
AURA,Aura Biosciences Inc. Common Stock,392846077.00,Elisabet De Los Pinos Ph.D.,,"80 Guest Street Boston, MA 01235 United States",,,CNBCScraper,https://www.cnbc.com/quotes/AURA?tab=profile
AUROW,Aurora Innovation Inc. Warrant,1385844539.00,Chris Urmson Ph.D.,,"1654 Smallman St. Pittsburgh, PA 15222 United States",,,CNBCScraper,https://www.cnbc.com/quotes/AUROW?tab=profile
AUST,Austin Gold Corp. Common Shares,16788764.00,,,"4520 West 5Th Avenue Vancouver, BC V6R 1S7 Canada",,,CNBCScraper,https://www.cnbc.com/quotes/AUST?tab=profile
AUTL,Autolus Therapeutics plc American Depositary Share,472401005.00,Christian Itin Ph.D.,,"The Mediaworks, 191 Wood Lane London W12 7FP United Kingdom",,,CNBCScraper,https://www.cnbc.com/quotes/AUTL?tab=profile
AUUD,Auddia Inc. Common Stock,2524903.00,Jeffrey Thramann M.D.,,"1680 38Th Street, Suite 130 Boulder, CO 80301 United States",,,CNBCScraper,https://www.cnbc.com/quotes/AUUD?tab=profile
AUUDW,Auddia Inc. Warrants,20314.00,Jeffrey Thramann M.D.,,"1680 38Th Street, Suite 130 Boulder, CO 80301 United States",,,CNBCScraper,https://www.cnbc.com/quotes/AUUDW?tab=profile
AVA,Avista Corporation Common Stock,2998664428.00,Heather Rosentrater,,"1411 E MISSION AVE Spokane, WA 99202 United States",,,CNBCScraper,https://www.cnbc.com/quotes/AVA?tab=profile
AVAH,Aveanna Healthcare Holdings Inc. Common Stock,1512409741.00,Jeffrey Shaner,,"400 Interstate North Parkway, Ste 1700 Atlanta, GA 30339 United States",,,CNBCScraper,https://www.cnbc.com/quotes/AVAH?tab=profile
AVAL,Grupo Aval Acciones y Valores S.A. ADR (Each representing 20 preferred shares),3853566116.00,,,Carrera 13 No. 26A - 47 Bogota Colombia,,,CNBCScraper,https://www.cnbc.com/quotes/AVAL?tab=profile
AVAV,AeroVironment Inc. Common Stock,10786723847.00,Wahid Nawabi,,"241 18Th Street South, Suite 650 Arlington, VA 22202 United States",,,CNBCScraper,https://www.cnbc.com/quotes/AVAV?tab=profile
AVB,AvalonBay Communities Inc. Common Stock,27114710795.00,Benjamin Schall,,"4040 Wilson Boulevard, Ste 1000 Arlington, VA 22203 United States",,,CNBCScraper,https://www.cnbc.com/quotes/AVB?tab=profile
AVBC,Avidia Bancorp Inc. Common Stock,296225069.00,Robert Cozzone,,"42 Main Street Hudson, MA 01749 United States",,,CNBCScraper,https://www.cnbc.com/quotes/AVBC?tab=profile
AVBH,Avidbank Holdings Inc. Common stock,253584634.00,,,"1732 N. 1ST STREET, 6TH FLOOR San Jose, CA 95112 United States",,,CNBCScraper,https://www.cnbc.com/quotes/AVBH?tab=profile
AVBP,ArriVent BioPharma Inc. Common Stock,778923725.00,Zhengbin Yao Ph.D.,,"18 Campus Blvd., Suite 100 Newtown Square, PA 19073-3269 United States",,,CNBCScraper,https://www.cnbc.com/quotes/AVBP?tab=profile
AVD,American Vanguard Corporation Common Stock ($0.10 Par Value),148126948.00,Douglas Kaye III,,"4695 Macarthur Court Newport Beach, CA 92660 United States",,,CNBCScraper,https://www.cnbc.com/quotes/AVD?tab=profile
AVDL,Avadel Pharmaceuticals plc Ordinary Share,1324411796.00,Gregory Divis Jr.,,Block 10-1 Blanchardstown Corporate Park Ballycoolin Dublin 15 Ireland,,,CNBCScraper,https://www.cnbc.com/quotes/AVDL?tab=profile
AVDX,AvidXchange Holdings Inc. Common Stock,2059333136.00,Michael Praeger,,"1210 Avidxchange Lane Charlotte, NC 28206 United States",,,CNBCScraper,https://www.cnbc.com/quotes/AVDX?tab=profile
AVGO,Broadcom Inc. Common Stock,1387994285903.00,Hock Tan,,"3421 Hillview Avenue Palo Alto, CA 94304 United States",,,CNBCScraper,https://www.cnbc.com/quotes/AVGO?tab=profile
AVIR,Atea Pharmaceuticals Inc. Common Stock,277346712.00,Jean-Pierre Sommadossi Ph.D.,,"225 Franklin Street, Suite 2100 Boston, MA 02110 United States",,,CNBCScraper,https://www.cnbc.com/quotes/AVIR?tab=profile
AVK,Advent Convertible and Income Fund,0.00,Tracy Maitland,,"227 W. Monroe Street Chicago, IL 60606 United States",,,CNBCScraper,https://www.cnbc.com/quotes/AVK?tab=profile
AVNS,Avanos Medical Inc. Common Stock,528060234.00,David Pacitti,,"5405 Windward Parkway, Suite 100 South Alpharetta, GA 30004 United States",,,CNBCScraper,https://www.cnbc.com/quotes/AVNS?tab=profile
AVNT,Avient Corporation Common Stock,3283560138.00,Ashish Khandpur Ph.D.,,"33587 Walker Rd Avon Lake, OH 44012 United States",,,CNBCScraper,https://www.cnbc.com/quotes/AVNT?tab=profile
AVNW,Aviat Networks Inc. Common Stock,280629649.00,Peter Smith,,"200 Parker Drive, Suite C100a Austin, TX 78728 United States",,,CNBCScraper,https://www.cnbc.com/quotes/AVNW?tab=profile
AVO,Mission Produce Inc. Common Stock,877777326.00,Stephen Barnard,,"2710 Camino Del Sol Oxnard, CA 93030 United States",,,CNBCScraper,https://www.cnbc.com/quotes/AVO?tab=profile
AVPT,AvePoint Inc. Class A Common Stock,3196915899.00,Tianyi Jiang,,"525 Washington Blvd, Suite 1400 Jersey City, NJ 07310 United States",,,CNBCScraper,https://www.cnbc.com/quotes/AVPT?tab=profile
AVR,Anteris Technologies Global Corp. Common Stock,125497048.00,Wayne Paterson,,"860 Blue Gentian Road, Suite 340 Eagan, MN 55121 United States",,,CNBCScraper,https://www.cnbc.com/quotes/AVR?tab=profile
AVT,Avnet Inc. Common Stock,4476941535.00,,,,,,,
AVTR,Avantor Inc. Common Stock,8781612220.00,Michael Stubblefield,,"Building One 100 W Matsonford Rd Ste 200 Radnor, PA 19087 United States",,,CNBCScraper,https://www.cnbc.com/quotes/AVTR?tab=profile
AVTX,Avalo Therapeutics Inc. Common Stock,117384777.00,,,,,,,
AVXL,Anavex Life Sciences Corp. Common Stock,812555670.00,Christopher Missling Ph.D.,,"630 5Th Avenue, 20Th Floor New York, NY 10111 United States",,,CNBCScraper,https://www.cnbc.com/quotes/AVXL?tab=profile
AVY,Avery Dennison Corporation Common Stock,13583613859.00,,,,,,,
AWF,Alliancebernstein Global High Income Fund,0.00,Onur Erzan,,"66 HUDSON BOULEVARD EAST, 26TH FLOOR New York, NY 10001 United States",,,CNBCScraper,https://www.cnbc.com/quotes/AWF?tab=profile
AWI,Armstrong World Industries Inc Common Stock,8408121991.00,Victor Grizzle,,"2500 COLUMBIA AVE Lancaster, PA 17603 United States",,,CNBCScraper,https://www.cnbc.com/quotes/AWI?tab=profile
AWK,American Water Works Company Inc. Common Stock,28207350672.00,John Griffith,,"1 Water Street Camden, NJ 08102-1658 United States",,,CNBCScraper,https://www.cnbc.com/quotes/AWK?tab=profile
AWP,abrdn Global Premier Properties Fund Common Shares of Beneficial Interest,0.00,Alan Goodson,,"1900 Market St Ste 200 Philadelphia, PA 19103-3527 United States",,,CNBCScraper,https://www.cnbc.com/quotes/AWP?tab=profile
AWR,American States Water Company Common Stock,2876240048.00,,,,,,,
AWRE,Aware Inc. Common Stock,51154164.00,Ajay Amlani,,"76 Blanchard Road Burlington, MA 01803 United States",,,CNBCScraper,https://www.cnbc.com/quotes/AWRE?tab=profile
AWX,Avalon Holdings Corporation Common Stock,9631595.00,Ronald Klingle,,"One American Way Warren, OH 44484 United States",,,CNBCScraper,https://www.cnbc.com/quotes/AWX?tab=profile
AX,Axos Financial Inc. Common Stock,4883037056.00,Gregory Garrabrants,,"Suite #400 9205 West Russell Road, Las Vegas, NV 89148 United States",,,CNBCScraper,https://www.cnbc.com/quotes/AX?tab=profile
AXGN,Axogen Inc. Common Stock,712274646.00,,,,,,,
AXIL,AXIL Brands Inc. Common Stock,51536353.00,Jeff Toghraie,,"9150 Wilshire Boulevard, Unit 245 Beverly Hills, CA 90212 United States",,,CNBCScraper,https://www.cnbc.com/quotes/AXIL?tab=profile
AXIN,Axiom Intelligence Acquisition Corp 1 Class A Ordinary Shares,0.00,Douglas Ward,,"Berkeley Square House 2Nd Floor, Berkeley Square London W1J 6BD United Kingdom",,,CNBCScraper,https://www.cnbc.com/quotes/AXIN?tab=profile
AXINR,Axiom Intelligence Acquisition Corp 1 Right,0.00,,,,,,,
AXINU,Axiom Intelligence Acquisition Corp 1 Units,0.00,,,,,,,
AXL,American Axle & Manufacturing Holdings Inc. Common Stock,661552653.00,David Dauch,,"One Dauch Drive Detroit, MI 48211-1198 United States",,,CNBCScraper,https://www.cnbc.com/quotes/AXL?tab=profile
AXON,Axon Enterprise Inc. Common Stock,59450627368.00,,,,,,,
AXP,American Express Company Common Stock,212609417404.00,Stephen Squeri,,"200 Vesey Street, 50Th Floor New York, NY 10285 United States",,,CNBCScraper,https://www.cnbc.com/quotes/AXP?tab=profile
AXR,AMREP Corporation Common Stock,118800198.00,,,,,,,
AXS,Axis Capital Holdings Limited Common Stock,7496494100.00,,,,,,,
AXS^E,Axis Capital Holdings Limited Depositary Shares each representing 1/100th interest in a share of a 5.50% Series E Preferred Shares,,,,,,,,
AXSM,Axsome Therapeutics Inc. Common Stock,5575243635.00,,,,,,,
